bw,delay,loss,queue,packet_loss_ratio,rtt,jitter,throughput
23.67,17.82,0.11,172,51.0,350.067,115.638,105.0
24.28,49.07,0.07,109,53.0,243.182,85.651,1.66
27.93,5.69,6.23,178,51.0,394.929,94.321,13.9
17.49,34.59,7.76,134,42.0,223.3,83.074,2.45
21.22,14.1,1.66,28,47.0,80.208,36.305,11.8
8.14,60.48,7.14,23,55.0,129.857,8.859,3.84
25.44,26.99,9.21,87,53.0,273.0,34.242,50.8
8.05,71.63,6.37,95,37.0,273.0,45.936,2.66
23.65,68.83,9.11,242,55.0,454.2,137.475,1.96
11.64,34.66,6.3,58,50.0,138.6,37.95,6.8
9.57,11.02,4.87,237,30.0,426.091,119.489,11.7
9.56,51.58,5.85,80,28.0,178.0,29.447,1.27
27.4,41.39,5.98,76,0.0,133.864,29.819,0.0
24.16,28.08,4.57,37,57.0,355.471,202.016,9.74
24.32,48.27,5.5,193,49.0,311.5,81.502,2.68
23.47,63.95,8.03,70,63.0,155.071,21.521,1.25
14.74,71.06,8.04,61,48.0,156.2,13.967,8.06
17.22,76.72,4.31,215,41.0,349.583,86.439,2.91
14.59,34.92,6.96,100,37.0,168.15,41.842,2.29
29.79,14.46,5.77,178,51.0,483.615,157.699,79.5
9.54,43.04,5.4,203,32.0,433.947,62.185,2.31
28.17,66.5,5.63,67,68.0,312.889,85.256,2.4
16.99,62.85,9.38,245,45.0,361.8,83.018,110.0
28.1,33.71,8.17,227,49.0,268.786,75.593,2.05
7.74,11.84,8.78,78,28.0,188.8,62.118,12.3
15.69,50.59,8.81,76,49.0,159.154,35.362,1.07
14.08,38.69,3.92,119,42.0,205.667,51.828,2.05
13.79,12.34,8.58,38,42.0,63.3,24.699,8.39
29.56,69.31,3.41,61,70.0,224.5,77.728,1.75
9.84,17.61,8.81,43,38.0,101.75,34.195,2.3
24.13,34.37,7.98,75,45.0,117.95,49.58,1.14
8.36,15.51,0.84,126,22.0,235.167,55.721,6.74
10.47,22.4,5.59,196,27.0,325.812,62.402,2.36
23.51,77.62,8.65,98,58.0,204.125,22.944,1.07
8.68,54.22,6.59,151,32.0,342.381,58.451,13.6
13.82,27.54,3.38,180,40.0,296.111,105.149,2.46
20.87,76.48,0.28,48,70.0,194.5,37.969,3.1
5.66,77.56,8.21,70,38.0,298.333,61.279,1.33
16.56,8.14,6.72,205,36.0,287.125,125.181,15.9
26.87,57.27,3.72,157,52.0,395.091,133.396,2.95
13.44,24.98,9.1,185,44.0,353.833,108.635,3.07
10.86,65.2,9.7,60,43.0,149.529,24.403,1.5
23.16,69.38,6.34,195,51.0,402.636,91.789,2.14
15.14,46.26,9.99,146,40.0,222.882,55.57,2.17
13.42,31.8,5.81,148,38.0,219.8,48.551,2.71
6.42,65.89,6.49,237,27.0,584.95,51.062,20.9
26.21,16.04,2.46,246,54.0,357.0,71.226,70.4
21.84,73.01,2.25,66,63.0,242.222,79.309,1.23
13.78,56.25,0.28,201,43.0,302.083,85.22,15.2
26.89,13.54,9.34,145,59.0,447.733,106.939,1.53
25.17,58.63,2.04,48,69.0,180.75,56.518,2.02
19.24,47.28,0.2,243,42.0,266.5,28.116,42.5
6.32,45.65,0.97,38,30.0,136.917,24.392,4.71
24.06,61.74,8.39,113,50.0,211.0,62.925,5.84
6.89,48.3,1.77,101,26.0,279.938,30.429,2.45
21.39,41.35,7.18,26,72.0,114.3,23.455,6.19
18.08,61.42,5.42,186,42.0,280.273,68.526,2.85
6.74,31.74,1.93,120,28.0,312.812,61.0,2.01
15.52,19.21,1.44,180,39.0,229.643,73.313,1.83
27.52,45.83,8.14,189,50.0,503.0,47.178,1.21
22.31,79.91,3.28,68,65.0,204.0,50.739,8.42
11.87,15.23,4.41,208,32.0,359.286,91.882,8.35
14.96,14.13,2.19,32,44.0,93.55,69.579,8.8
11.94,37.23,9.73,126,39.0,236.353,68.769,3.51
6.06,77.72,0.25,50,30.0,210.357,46.654,3.4
22.06,22.66,9.24,46,49.0,83.925,41.9,1.65
26.34,68.72,6.0,50,73.0,196.0,66.824,2.28
7.0,24.4,9.06,139,40.0,363.368,72.897,12.2
11.35,38.81,3.1,52,34.0,139.573,38.344,1.23
26.34,56.56,0.89,62,63.0,149.6,27.171,10.0
16.74,79.66,2.51,73,50.0,174.6,8.877,1.86
20.89,11.52,6.09,79,46.0,125.6,73.278,11.7
24.06,25.07,8.07,194,0.0,291.444,89.95,0.0
17.55,19.47,1.92,153,53.0,250.769,79.997,1.6
12.86,11.81,8.88,143,46.0,186.4,29.966,14.1
16.27,28.42,7.37,173,31.0,172.81,24.196,1.62
9.97,58.66,3.88,67,30.0,159.2,30.117,2.5
27.0,25.36,8.55,38,0.0,72.3,27.045,0.0
23.84,76.87,5.1,186,50.0,374.615,77.934,112.0
14.32,42.35,6.93,120,40.0,238.867,50.753,2.55
6.1,76.65,5.26,155,29.0,463.0,55.472,13.3
8.02,74.91,7.2,115,35.0,329.529,59.955,1.39
13.55,64.65,7.24,184,37.0,328.769,63.306,1.6
7.84,38.89,5.36,123,32.0,315.588,60.389,16.6
28.32,74.35,8.96,77,65.0,215.6,40.402,10.5
6.39,72.55,8.75,32,44.0,175.231,26.624,1.33
17.09,69.14,1.59,60,58.0,222.0,67.912,1.3
21.14,16.95,4.07,186,41.0,209.929,90.191,7.8
22.52,35.89,9.05,116,49.0,220.769,83.917,1.79
16.74,53.38,1.2,66,48.0,154.167,37.743,2.9
25.13,65.04,5.79,57,70.0,233.167,62.126,1.38
7.3,57.59,1.54,113,36.0,353.0,74.2,5.69
24.64,6.38,0.59,52,54.0,409.231,136.979,11.4
6.42,51.86,0.85,36,30.0,153.818,32.093,2.13
26.74,57.08,7.39,183,0.0,317.143,114.896,0.0
26.87,14.8,7.12,174,48.0,247.538,109.429,14.5
12.61,53.7,4.11,20,71.0,131.5,16.98,3.83
23.27,77.84,2.72,184,49.0,343.143,74.624,2.34
29.4,5.3,0.28,51,55.0,406.857,59.246,65.3
23.75,49.4,0.51,200,47.0,286.833,58.566,2.93
10.74,77.54,8.02,235,41.0,492.0,57.898,1.86
15.31,30.63,2.4,162,40.0,257.188,67.802,15.1
8.82,6.67,7.62,178,40.0,382.812,67.402,19.3
14.55,13.25,0.2,139,41.0,216.846,64.132,8.64
6.02,59.16,8.18,72,24.0,234.278,24.389,2.04
6.49,70.83,9.9,204,36.0,625.0,93.253,4.27
12.56,51.08,6.72,219,37.0,333.684,39.901,1.31
13.51,42.39,0.92,118,36.0,195.167,44.2,2.86
22.05,57.68,2.62,157,54.0,279.118,89.19,1.48
16.66,7.51,8.98,185,41.0,203.286,64.372,6.06
10.54,30.65,2.9,152,32.0,283.846,70.785,18.9
12.41,36.05,5.32,22,56.0,87.82,21.014,5.74
